MPP3_KO1	MPP3_KO2	MPP3_KO3	MPP3_KO4	MPP3_WT1	MPP3_WT2	MPP3_WT3	MPP3_WT4	MPP4_KO1	MPP4_KO2	MPP4_KO3	MPP4_KO4	MPP4_WT1	MPP4_WT2	MPP4_WT3	MPP4_WT4
Itfg2	1480.9	1349.3	1323.6	1547.4	1446.4	1554.5	1384.4	1583.5	1514.5	1291.4	2134.1	1390.7	1636.8	1648.4	1785.4	1672.8
Gtf2h4	1648.7	1237.4	1622.6	1826.2	1931.7	1386	1453.7	1536.4	1448.2	1554.5	1555.8	1789.9	1421.8	1744.9	1267.9	1619.1
Tubb5	85777	79633.7	78408.7	86131.7	71752.3	73659.6	84521.1	94694.7	114253.4	116067.4	88728.2	109382.3	93838	87434.3	94611.2	112174
Ell2	635.9	271.3	302.8	221.1	70.2	324.4	432.6	362.6	185.4	298.6	311.7	156.7	51	277.3	427.1	339.1
Jup	629.3	765.1	892.2	748	684.4	609.5	616.3	583.7	529.4	707.6	878	761.9	799.6	733.2	671.8	749.5
Nom1	2943.9	3507.7	3325.1	3408.9	2930.1	3321.1	3404.2	3292.1	2859.1	3435.4	2599.6	3584.7	2913.9	2942.3	2632.9	2814.3
Ergic1	8562.5	9064.2	7994.7	7489.9	7413	8612.4	7371.8	9540.9	7924.8	8817.8	8245.9	7630.6	6816.3	8928	7991.3	8877
Acap1	8682.5	8566.9	9473.5	8846.1	11307.4	11665.3	10407.6	9317.9	10225.5	11316.1	11429.1	10234.6	11576.1	12086.1	12978.6	11153.3
Ifrd1	1681.6	1461.1	1943.5	1543.8	1214.4	1753.9	2077.9	1927.9	1219.3	1182.9	1440.4	1328.6	1063.9	1199.8	1722.9	1599
Stk38l	458.6	556.8	508.5	635.2	629	608	626.7	432.4	356.4	271.7	362.1	454.4	617.2	587.2	441.8	295.5
Brpf1	1130.1	995.9	973.2	972.7	923.8	1350.9	1055.8	1124	1275.2	1079.2	1378.1	901.8	1112.4	922.5	1195.2	1415.1
Akr1b3	7448.3	8162.3	7878.6	7490.8	7071.4	7321.9	7012.1	7389.1	7453.4	7441	6584	7329	6530.3	6627.3	6768.2	6935.5
Gstt1	326.4	311.7	253.3	250.8	298	237.3	156	236.6	82.9	99.9	65	69	43.5	67.5	82.3	140.2
Gstt3	776.5	750.8	477.1	739.9	895.1	565.9	729.9	731.5	576	589.5	665.8	697.8	700	539	756.4	475.9
Ddt	753.1	699.6	719.9	603.6	764.2	660	656.2	639.9	721	833.4	681.7	646.6	715.9	630.7	566	627
Ddx18	4191.2	3853.9	4599.2	4616.1	4635.1	4634.1	3826.3	4674.4	4430.6	4396.4	4261.5	4340.6	4435.2	4452	4077.3	4048.2
Ubl3	2255.5	2235.7	2194.8	1778.4	1331.5	1492.7	1827.4	2219.8	2476.9	2882.3	3191.2	2313.2	1503.8	2139.2	3033.5	3286.1
Gramd3	834.7	692.5	491.3	589.2	499.2	778	908.5	657.1	596.7	898.7	534.5	682	804.6	716.3	635.8	554.8
Eef1e1	2311.8	2385.6	2253.9	2755.6	2317	2654.1	2383	2598.7	2552.5	2395.5	2445.8	2789.3	2654.6	2547.9	2025.8	2398.9
Akt1	1814.7	1958.5	1980.6	2157.4	1702.9	1808.7	1993.8	2171.8	2087.4	2451.2	2325.1	2085.6	1853.4	1630.3	1723.7	2032.1
Cldn15	143.5	491.4	702.7	787.7	470.4	265.4	103.2	349.9	0	37.4	21.2	4.9	10.9	2.4	11	10.1
Il16	4300	4642.8	4428.7	4212.8	4690.5	3783.1	4362.9	4558.3	5683	5859.7	5833.2	6587.8	6655.8	6167.9	6075.1	6212.9
Tcirg1	3145.5	3018.6	4209.7	4554.8	4995.9	4959.9	3553.3	3585.8	5546.3	4358	5117	4695.5	4574.1	5561.3	5396.7	4350.3
Naglu	1124.5	1649.1	1568.3	941.1	1790.2	1381.8	1202.3	1551.8	1071.1	1212.6	1293.2	1172.9	1671.9	1236	1278.2	1182.6
Coasy	1999.5	2328.5	2309.1	2715.9	2520.3	2034.8	2238.2	2501.7	2174.4	2478.1	2356.9	2410.8	2244	2936.2	2712.3	2602
Smo	985.7	947.1	851.3	714.6	800.4	756.9	866	914.6	734.5	947.6	972.2	699.8	727.6	816.4	799.7	1106.3
Crnkl1	2859.5	2658.1	2764.3	3064.2	2488.4	2714.5	2989.8	2662.1	2564.9	2158.4	2475	2865.2	2482.3	2444.2	2532.2	2497.9
Rin2	129.4	190.4	123.8	172.3	205.4	169.9	98.8	112.4	40.4	77.8	199	187.3	80.3	170	88.2	139.3
Chordc1	3886.4	3780.1	4172.6	5394.8	4285	5485.1	3802.1	3622.9	3893	3424.8	3383.5	5262.2	4419.3	5147.7	3248.9	3451.4
Rtcb	13613.7	14487.5	14174.6	13416.2	13447.7	12359	13798.8	14363.9	13573.6	15595.4	14130.8	15423.8	13494.7	13712.8	13964.3	14325.2
Pwp1	4336.6	4300.1	4470.6	4442	4661.7	4551.2	4010.1	3691.8	3859.8	4282.2	4545.4	4438.2	4186	4433.9	4014	4080.1
Fbxo7	3106.1	3143.6	3802.2	3000.1	3566.5	3566.8	3313.2	3366.4	3009.3	3209.7	3736.3	3917.8	3548.7	3359.5	2771.8	3130.8
Capns1	5931.9	6015.8	4976.2	3668.7	1247.4	4212.8	4447	6000.4	5499.7	6671	5774.9	3552.1	1232.8	2726.4	6150.1	6723.2
Clpb	2143.9	2300	2620.5	2442.5	2614	2147.1	2448	2311.4	2098.8	2484.8	2400.7	2320.1	2118.5	2259.7	1960.3	2398
Sept7	13532.1	11411.8	11493.2	11590.8	11004	11186.4	11772	12051.7	11305	9436.2	10635.9	11181.8	11057.5	10828.5	11577.6	11198.6
Zdhhc4	2693.5	2528.4	2605.2	2502.1	2515	2034.8	2324.9	2700.2	2864.3	2605.8	2665.9	2301.4	2254.8	2640.8	2571.2	2896.6
Rac1	12797.8	13219.1	13410.9	12145.7	7800.4	11442	12755.9	13496.5	10492.8	11262.3	12957	9980.3	7202.7	10522.2	12365.6	13049.4
Nup214	1734.1	1765.7	1501.6	1896.6	2728.9	1996.9	2140.3	1831	1942.3	1520.8	1610.2	1797.8	2361.9	2197	2220.6	1846.6
Aif1l	196	130.9	172.3	171.4	325.7	255.6	227.1	274.6	219.6	164.2	152.5	121.2	110.4	170	114.7	132.6
Cpa3	4283.1	6332.3	10270.5	9195.2	4087	5980.8	8913.1	9383.2	105.7	243.9	188.3	443.5	102	203.8	176.4	191.4
Ugp2	2548.1	1633.7	1726.4	1783.8	1624.2	2151.3	2106.5	1991.4	1923.7	1621.7	1807.8	1637.1	1639.3	2011.3	2133.1	2237.7
Trmt1	2256.4	2401.1	2814.7	2898.2	2319.2	2854.9	2485.3	2264.2	3068.4	3267.3	2957.7	3190.4	2730.7	2957.9	2594.7	2827.8
Nacc1	998.8	1194.6	1076.9	888.8	1773.2	1401.5	1240.5	1281.7	1599.5	1879.9	1319.7	1202.4	1651.8	1384.3	1448	1821.4
Nfix	1636.5	2063.2	1823.5	1798.3	1368.7	1567.2	1892.4	1879	1414	1681.2	1753.4	1399.6	1191.8	1328.8	1475.2	1703
Slc1a5	9335.3	10365.9	11357	10950.2	10249.4	12804.1	9758.3	11469.7	8901.6	10530.7	11521.9	10063.1	9668.3	13838.2	10905	11027.4
Uba1	11131.3	11963.9	11075.1	11722.6	13147.6	12725.5	12702.2	13956.9	11562.9	12558.5	11739.4	10973.8	12191.6	12486.5	12682.4	12726.2
Siae	2817.3	2347.6	2370	2839.5	2788.5	2751	2715.9	2521.6	2149.5	2174.7	2030.6	2415.7	2463.1	2141.6	2064.7	2020.3
Esam	1842.9	1601.5	1442.6	1662	2593.8	1748.3	1403.5	1454.8	199.9	366.8	262.6	257.2	374.7	301.5	259.5	321.5
Spa17	163.2	142.8	131.4	113.7	123.5	119.4	144.8	144.1	105.7	159.4	107.4	107.4	136.3	144.7	155.8	179.6
Fam50a	1476.2	1962	1934.9	1861.4	2090.3	2109.2	1832.6	1986.9	1716.5	1980.8	2165.9	1815.5	2089.2	1773.8	2033.9	2141.2
Emd	4796.1	4889.1	5078.1	4801.1	4588.3	5143.8	4125.4	5075.9	5092.6	5151.1	4985.7	4702.4	4774.8	4976.5	5381.2	5324
Taco1	358.3	348.6	502.8	472.8	455.5	265.4	417	369.8	342.9	365.8	407.2	527.3	444.1	410	270.5	386.9
Gria3	1168.6	1420.7	1828.2	1807.3	1432.6	1464.7	1470.2	1337.9	1064.9	1012.9	1464.3	1570.1	1141.6	1195	1045.2	1144.9
Ap4e1	631.2	589	601.8	770.6	535.4	967.5	766.3	732.4	427.8	583.8	594.2	927.5	543.6	729.5	679.2	604.3
Blvra	2267.7	2407	2423.4	2348.7	2395.8	2289	2422.9	2121	2078.1	2071	2009.4	2111.2	2162	2082.5	1875.1	2066.5
Idh3g	13900.7	15672.6	15643.8	14860.7	14088.4	11860.5	14568.5	14887.8	14121.6	15727.9	14300.6	14697.5	13914.5	13650.1	13768	13577.3
Pnck	800.9	788.9	495.1	531.4	555.6	561.7	807.1	601.9	679.6	1009.1	787.8	660.4	744.4	757.3	986.4	721.8
Ssr4	5701.1	5818.3	6249.3	6046.2	5155.6	4676.2	4900.4	4763.2	4795.3	4877.5	5606.4	4464.8	4551.5	4374.8	4247.8	3986.1
Bcap31	13850.1	14746.9	13717.5	13957.5	12285.5	12769	12681.4	13704	12735.6	13705.9	12785.9	12962.8	12009.3	12847	11565.8	11635.9
Fam98a	1542.8	1602.7	1968.2	1546.5	2057.3	1772.2	1566.4	1750.3	1917.5	1669.7	1604.9	1418.3	1559.8	1777.4	1856	1814.7
Kmt2a	2244.3	1810.9	1932	2546.3	2676.8	2228.6	2760.1	2397.5	2189.9	1699.4	1927.2	2502.5	2733.2	2040.3	1682.5	1745.8
Ift46	1075.7	1311.2	1148.4	1121.5	1153.7	1089.7	1111.3	1248.1	1388.1	1201.1	1193.7	1381.8	1518	1362.6	1402.5	1468.9
Trappc6a	3793.6	4884.3	4683.9	4499.7	4388.2	3599.1	4281.4	3956.5	4025.6	5932.7	4709.8	4280.5	4053.8	4167.4	4557.2	4898.4
Supt6	1747.2	1874	1710.2	1745	2585.2	2135.9	1664.4	1687.7	1819.1	1935.6	1712.3	1538.5	2004.8	2123.5	2191.1	1926.3
Spag5	1620.6	1247	1916.8	2161.9	2098.8	2171	2236.5	1981.4	2661.3	2715.3	2257.4	2441.4	2936.5	2451.5	2907.8	2491.2
Unc119	861.9	798.4	624.6	318.5	221.4	234.5	317.3	720.6	411.3	665.4	569	208.9	100.4	159.2	355	547.3
Rab34	126.6	182	60	95.6	147.9	99.7	80.6	94.3	101.5	158.4	50.4	119.3	87	76	91.9	84.8
Sdf2	2207.7	2814	2597.6	2834.1	2980.1	2397.1	2268.6	2237	2202.4	2278.4	3160.7	2784.4	2831.9	2312.8	2378.6	2237.7
Ccne1	656.5	671.1	595.1	720.9	547.1	730.2	726.4	647.2	621.6	865.1	826.3	755	825.5	657.2	690.2	646.3
Bbc3	629.3	709.1	499.9	503.5	176.7	542	495	664.4	278.7	484.9	672.5	368.6	129.6	400.3	511.6	502.8
Psmc3	13610.9	15118.1	14605	15366.9	13843.6	12651.1	12973.5	14394.7	13396.5	14784.1	13931.9	15064.1	13349.1	12573.3	11584.9	14113.7
Acp2	1357.1	1268.4	1437.8	1357.9	1294.2	1218.9	1598.5	1660.5	928.2	856.4	1039.9	1080.2	961.8	1445.8	1365.7	926.6
Rapsn	174.4	377.2	304.7	265.3	348	178.3	358.9	436.9	80.8	136.3	141.9	137	158.9	108.5	63.9	140.2
Slc39a13	649	583	529.4	453.9	676.9	658.6	468.1	532.1	341.9	446.5	473.5	397.2	384.7	531.8	585.8	500.3
Celf2	14087.3	12579	13689	14123.6	13293.4	13360.2	14370.9	13456.6	15069.5	12812	13516.7	15680.1	14396.3	14235	13582.8	13085.5
Ddb2	521.4	592.5	730.3	657.8	769.5	723.2	535.7	766.8	952	575.1	657.9	834.8	917.5	746.4	1009.9	830.1
Spi1	9732	12412.4	13742.3	11959	9317.1	10155.7	10678.1	10586.9	9166.8	11618.6	12080.3	11121.6	8820.3	10600.6	11027.8	11142.4
Sf3a1	5669.3	5848.1	6187.5	6132.9	6973.4	6354.3	6082.8	6749.1	5967.9	6293.7	6312.1	7288.6	6438.3	6718.9	6905	7012.8
Stat6	2880.1	3289.9	3471.8	3142.7	4738.4	4485.2	3600.1	3748	3350.2	3096.4	4386.2	3770	4528.1	4766.7	4566.1	4351.2
Napsa	8994.9	9907.8	9480.2	8923.7	8130.4	7737.5	8198.8	8471.3	9820.5	11102	9894.5	9143.5	8598.6	7783.7	8181	8307
Vrk3	4247.5	4425	5181.9	5542.8	5262	4874.2	4708.8	4714.3	4372.6	4165.1	4603.7	6102.9	5422.1	4946.4	4628.5	4690.3
Smg9	1850.4	2064.4	2286.3	2026.5	2634.2	2303	2158.5	2684.8	2065.6	1998	2050.5	1930.8	2256.5	2224.8	2297.7	2320.8
Paxip1	1598.1	1835.9	1932	1847.9	1246.3	1436.6	1679.1	1968.7	2000.4	2150.7	2728.3	1623.3	1346.5	1749.7	2272	2543.2
Rmnd5a	1198.6	987.6	1044.6	1239.7	1134.6	1023.7	1077.5	1093.1	1285.6	1229.9	940.4	1135.4	1345.7	797.1	904.8	815.8
Mov10	1285.8	1388.5	1634	1358.8	2122.3	1911.2	1122.6	1399.5	1468.9	1528.5	1802.5	1408.4	2080	1611	1423.8	1925.5
Ppard	72.2	71.4	48.6	166.9	142.6	137.6	70.2	79.8	138.8	169	152.5	192.2	156.4	164	166.1	171.2
Def6	7831.9	9285.5	9605.9	9317.1	11171.1	9681	9070	9604.3	7635.7	9219.2	9398.4	8697	8678.1	9830	9136.5	9591.2
Metrn	242	249.9	179	106.5	109.6	171.3	165.6	267.4	280.7	414.8	245.4	135	111.2	117	252.1	320.6
Lmf1	1088.8	1013.7	1399.7	1385.9	1093.1	1078.5	816.6	1186.5	903.3	923.6	1232.2	1019.1	1140	1207	1113.6	1017.3
Narfl	1356.1	1296.9	1920.6	2019.3	1874.3	1710.4	1511.8	1604.3	1611.9	1689.8	1823.7	1872.7	1712.9	1746.1	1458.3	1468
Angptl4	1695.6	1734.8	1445.5	1468	1386.8	1159.9	1182.4	1663.3	1963.1	1842.5	1220.2	1450.8	1278	1435	1586.2	1268.3
Dbf4	1442.4	1311.2	1418.8	1095.4	665.2	1162.7	1365.3	1552.7	1892.6	1602.5	1648.6	1172.9	810.4	1280.6	1712.6	1428.6
Daxx	2853.9	3116.2	3962.1	3213.1	3602.7	3415.2	3237.7	3559.5	3202	3731.1	4073.2	3718.7	3464.2	3828.5	3622.3	4135.5
Cd320	1825	1964.4	2049.2	1983.2	1590.1	1421.1	1838.6	1452.1	1528	1979.8	1831.7	1633.2	1640.9	1629.1	1667.1	1661.1
Ipo4	1903.8	2336.8	1942.5	1963.4	2510.7	2649.9	1882.8	2405.6	2518.3	2454.1	2636.8	1906.2	2385.3	2988.1	2652	2687.6
Tm9sf1	2876.4	2925.8	3529.8	3483.7	3297.3	3707.3	2778.3	2935	2821.8	3198.2	3613	3424	3266.8	3342.6	3369.4	2900.8
Rec8	753.1	781.7	1045.5	1184.7	932.3	1289.1	1014.2	906.4	384.3	232.4	415.1	693.9	613.1	607.7	478.5	350.8
Irf9	3645.4	3556.4	4970.5	3874.4	3487.8	3426.4	3001.1	2938.6	3635	4661.4	5662.1	4899.5	4992.2	5341.9	3736.9	4708.7
Gmpr2	3266.5	3444.6	3786	3635.3	3560.2	3166.6	2768.8	2817.1	3165.8	3060.9	3358.3	3770	3403.2	3786.3	2827.7	3166
Mdp1	2031.4	2104.8	2519.5	2495.7	2196.8	2391.5	1865.5	2081.1	2217.9	2348.5	2534.6	2707.5	2672.2	2396	2222	2251.1
Dhrs1	2356.8	2724.7	2628.1	2443.4	2361.7	1964.6	2104.7	2454.6	2341.2	2680.7	2154	2419.7	2580.2	2074	2125	2464.3
Tmem161a	1480.9	2123.9	1870.1	2206.1	2518.2	2088.2	1476.3	1908	2278	2304.3	2132.8	2152.6	2453	2555.2	2456.5	2126.9
Armc6	299.2	393.8	546.6	572.1	706.7	655.8	400.5	424.2	363.6	386	476.2	369.6	634	561.9	450.6	405.4
Borcs8	1171.4	1081.6	1229.3	1203.7	1380.4	1204.9	1208.4	1235.4	1160.2	1267.4	1197.7	1148.2	1190.1	1227.5	1109.2	1237.2
Slc25a42	191.3	160.6	271.4	323.9	425.7	536.4	224.5	150.5	293.2	226.6	236.1	393.3	281.9	350.9	344	208.2
Snx9	1354.2	1214.8	1298.8	877	393.8	678.3	819.2	1124	1716.5	2166.1	2261.4	1372	782.8	1037	1927.3	1593.9
Ranbp3	5100	4823.6	6086.5	6132.9	6030.4	5670.4	5231.5	5502.8	5092.6	5818.4	5922.1	6295.1	5754.2	6634.5	5781.1	5951
Ndufa11	3672.6	4052.6	3826.9	4057.6	3778.3	3614.6	3283.7	3661	3763.5	4307.2	3944.5	3782.8	3688.3	3316.1	3211.4	3568.9
Use1	5234.1	5298.4	5719.9	5311.8	4775.6	4492.3	5494.2	4869.2	5137.1	6153.5	5934	5422.8	4983	5151.4	5244.5	5441.5
Ocel1	302	423.6	488.5	446.6	534.3	346.9	347.6	276.5	358.4	350.4	456.3	437.6	513.5	519.7	466.7	499.4
Dyrk1b	178.2	195.1	145.7	249	286.3	353.9	205.4	274.6	213.4	253.5	356.8	165.6	481.7	332.8	469	452.4
Braf	1475.2	1238.6	1638.8	1653.9	1502.8	1346.7	1542.2	1852.7	1026.6	592.4	1111.5	1163	1019.5	1138.3	1480.4	1112.1
Ndufb2	1841.9	1602.7	1486.4	1438.3	1634.8	1374.8	1735.5	1522.8	1450.3	1276	1305.1	1315.8	1379.2	1169.7	1165.8	1212.9
Hltf	2590.3	2102.4	2378.6	2535.4	2397.9	2380.2	2552.9	2489.9	2021.1	1954.8	1916.6	2416.7	2388.6	2516.6	2275.7	1912.9
Prpf6	3699.8	4384.6	3697.4	4453.7	4587.2	4166.5	5202.9	4720.6	3590.5	4519.3	4366.3	3788.7	4325.7	4251.8	4605	4298.3
Rgs19	7129.5	7271.1	7291.1	7257.1	7052.2	7064.9	7058.9	6663.9	6831.9	7461.2	7867.8	7941.1	7263	7695.7	7157.8	8208
Snrpd1	6818.1	7084.3	6324.6	6347.6	6335.9	6858.5	6640.2	6423.7	6953.1	7002.2	6167.5	6176.8	6575.5	6190.8	6146.4	6557
Tchp	622.7	396.2	660.8	480	513	543.5	390.1	474.1	826.7	645.2	612.8	615	618.1	840.5	670.4	650.5
Tiam1	556.1	398.6	624.6	783.2	802.5	1046.2	636.3	716.1	468.2	358.1	460.2	502.7	625.6	527	426.3	476.8
Tsc2	1185.4	1518.2	1439.7	1736	1960.5	2246.8	1186.7	1634.3	1507.3	1422	1527.9	1296.1	2068.3	1738.8	1722.9	1870.1
Slc9a3r2	550.5	775.8	597	626.2	803.6	661.4	755.9	653.5	513.8	631.8	598.2	602.2	562	531.8	607.1	824.2
Puf60	14699.7	15748.7	17115	16904.4	16565.1	16823.2	16435.8	16244.7	14391	16375	17502.4	16539.6	16225.4	17297.8	15879	17003.5
Golga2	1147.9	1665.8	1507.3	1710.7	1907.3	1877.5	1205.8	1803.8	1374.7	1416.2	1783.9	1426.2	2038.2	1920.9	1744.2	1597.3
Uck1	3313.4	4137.1	3252.7	3768	3596.3	3135.7	3477.9	3543.2	3734.5	3742.6	3432.6	3246.6	3539.5	3510.2	3750.9	3763.6
Scin	46	113	280.9	267.1	252.2	195.2	300.8	226.6	34.2	6.7	42.4	105.5	40.1	67.5	102.9	90.6
Mien1	926.6	1080.4	1019.8	1204.6	1089.9	1113.6	1035	894.6	934.4	1248.2	1196.4	1154.2	1135.8	1069.6	1081.2	1038.3
Axl	435.2	411.7	241.9	192.2	359.7	244.3	351.9	274.6	300.4	217.9	197.6	112.4	224.1	220.7	175.7	380.2
Tgfb1	1129.2	837.6	949.4	619.9	415.1	921.2	983.9	1024.2	1110.5	1060.9	1282.6	668.2	376.4	440.1	1222.4	1096.2
Ccdc97	2074.5	1796.7	1977.7	2061.7	2981.2	2821.2	2455.8	2393.8	2061.5	2348.5	2754.8	2148.6	3161.4	3381.2	2671.9	3162.7
Zfp40	535.5	447.4	549.4	606.3	476.8	407.2	560.9	565.6	455.8	326.4	375.4	470.1	444.9	435.3	628.5	363.4
Akap8l	2102.6	1684.8	2208.2	2281	2432	2991.1	2577.2	2200.8	2297.7	1842.5	2524	2269.9	2295	2808.4	2957.8	2198.3
Pdcd2l	1155.4	1338.6	1470.2	1689.1	1514.5	1511	1580.3	1305.2	1519.7	1471.9	1367.5	1525.7	1344	1375.9	1502.4	1693
Gtf2f1	4507.3	5186.5	5141.9	5481.4	4974.6	4458.6	5032.2	4772.3	4776.6	4786.3	4731.1	5332.2	4435.2	4900.5	4637.4	5047.8
Clpp	3667	4243	4503	4424.8	4118.9	3696	4069.1	4263.8	3710.7	4446.4	3911.4	3951.3	3819.7	3998.6	3456.9	4294.9
Alkbh7	1054.1	1088.7	1144.6	1018.7	1133.5	1112.2	944.9	1088.6	1247.2	1063.8	1143.3	1218.2	1022	1176.9	950.4	1121.4
Dennd1c	2022.9	1700.3	1983.5	1759.5	1818.9	1888.7	1819.6	1719.5	1331.2	1780.1	2030.6	2091.5	2173.7	2591.4	2451.4	1882.7
Med6	1123.5	1083.9	1200.7	1212.7	873.8	1122	1146.9	1063.2	998.6	1006.2	1208.3	1028	1017	1173.3	1148.1	1031.6
Lcp2	5761.2	5238.9	5302.9	5196.3	5464.2	5054	6090.6	6031.3	3351.2	3494.9	3493.6	4025.2	3748.6	4175.8	4411	4058.3
Cse1l	6721.5	7374.6	7944.3	7417.7	7738.7	7768.4	7833.9	7060	8100.9	7243.2	6587.9	7866.2	7052.2	8156.3	6463.2	6332
Naa20	3662.3	4043.1	3307	3427.8	3045	3138.5	3259.4	3354.6	3329.4	3518.9	3408.7	3282.1	2980.8	3155.7	3065.8	3233.2
Prkra	1792.2	1716.9	1759.7	1510.4	1568.8	1529.3	1520.5	1515.5	1406.8	1396	1457.6	1187.7	1367.4	1285.4	1260.6	1473.1
Fkbp7	308.6	298.7	264.7	269.8	246.9	220.5	287.8	233.9	295.2	274.6	328.9	407.1	323.7	276.1	330	239.2
Plekha3	190.4	142.8	185.7	227.4	163.9	231.7	284.3	216.6	262.1	268.8	165.8	240.5	246.7	230.3	213.9	165.4
Ykt6	3005.8	3132.9	2542.4	2867.5	3213.2	2582.5	2554.7	2739.2	2637.4	3269.2	3090.4	2879	2981.6	2933.8	3254	2753.9
Baz1b	2954.2	2747.3	2533.8	3494.6	3337.7	3075.4	3073	3041	3491	3411.3	3123.5	3563	4421.8	3601.8	2776.2	3102.2
Pex6	980	1162.5	921.7	583.8	590.7	696.5	641.5	912.8	1196.5	1759	1805.1	797.4	866.5	719.9	1492.9	1880.1
Mrpl2	4164	4526.2	4404	4110.8	4383.9	3812.6	4107.2	4475	4552.9	4687.4	4617	4168.2	3898.3	4168.6	3515.7	4502.3
Mea1	1979.8	2678.3	2659.5	2760.1	2636.3	2221.6	2570.3	2402	2173.4	2526.1	2589	2458.1	2423.8	2431	2320.5	2290.6
Kdelr1	2879.2	3017.4	2952.8	2757.4	3511.2	3312.7	3040.1	3070.9	3179.2	2790.1	2793.3	3001.2	3807.9	2724	3179.8	3401
Tmem143	822.5	628.2	862.7	831.9	1003.7	886.1	613.7	807.6	614.3	1016.8	856.8	824	818.8	857.4	900.4	987.9
Ggct	457.7	598.5	546.6	526.9	554.5	602.4	501	599.1	527.3	556.9	603.5	544.1	417.3	565.5	423.4	548.1
Jag2	161.3	176.1	144.7	70.4	245.9	188.2	176	245.6	207.2	228.5	229.5	171.5	397.3	311.1	376.3	320.6
Btbd6	496.1	727	549.4	611.8	815.3	831.3	688.3	588.3	595.7	826.7	672.5	681.1	779.5	629.4	910	790.7
Nudt14	1672.2	2050.1	1793	1821.7	2064.8	1699.2	1770.1	1909.8	2204.4	2671.1	2639.4	2381.2	2238.1	2370.7	2042.7	2379.6
Epdr1	71.3	145.2	166.6	222.9	242.7	339.8	151.7	117.8	70.4	20.2	54.4	49.3	35.1	162.8	76.4	71.3
Flii	3244	3870.6	3717.4	3653.4	4883.1	4445.9	3386.8	4304.6	3331.5	3624.5	3940.6	3714.8	4036.3	5007.9	4225	4715.5
Top3a	1414.3	1642	1590.2	1668.3	1830.6	1687.9	1933.1	2038.5	2029.4	1773.4	1806.5	1385.8	1736.3	2221.2	1939.8	1950.6
Atg4d	1102.9	896	890.3	1257.8	1304.9	1065.8	951.8	1058.7	1203.7	1200.2	1006.7	1181.7	1424.3	1315.6	1043.8	1054.2
Qtrt1	1961	1965.6	2530	2623	2032.9	2144.3	1991.2	1992.3	2108.1	2226.5	2364.9	2699.6	2040.7	2482.8	2139.7	2131.1
Hdgfrp2	2379.3	2633.1	2546.2	2507.5	3082.3	3836.5	2748.8	2936.8	2712	2765.2	3201.8	2837.6	3531.9	3231.7	2760.8	3266.7
Chaf1a	2397.1	2508.2	2589.1	2845.8	3423.9	3477	2444.6	3337.4	2181.6	3570.7	3355.6	2721.3	3115.4	3232.9	3739.9	4070
Adprh	3740.1	4157.3	4120.2	4211.9	4353.1	4035.9	4139.3	3756.2	4133.3	4724.8	4819.9	4660	4568.2	4884.9	4409.5	4586.2
Tmem39a	1027.9	1206.5	1666.4	1441.9	1300.6	1273.7	938.8	912.8	1270	1157.9	1310.4	1227.1	1022.9	1116.6	939.4	935.9
Timmdc1	502.7	255.8	428.5	466.5	522.6	658.6	392.7	451.4	453.7	392.7	334.2	525.3	573.7	520.9	391.8	437.3
Mcm2	14668.8	16868.4	16771.3	16326	18208.4	17161.6	15239.5	18050.3	15877.5	16988.6	16475.8	15096.6	16137.6	16954.1	16163.5	18817.4
Tpra1	2145.8	2363	2269.1	2411.8	2350	2412.5	2008.5	2117.4	2108.1	2294.7	2318.4	2429.5	1918.6	2373.1	2236	2172.2
Nab1	772.8	698.4	557	628	679	723.2	615.5	647.2	782.1	593.4	671.1	581.5	768.6	602.9	957.8	688.3
Adgre5	158.5	290.3	244.7	252.6	225.6	358.1	194.2	227.5	46.6	56.6	204.3	74.9	63.6	168.8	52.9	84.8
Il17ra	7768.2	8269.4	8209	7662.3	11038.1	10162.7	8902.7	9058.7	9884.7	10195.6	13713	10338.1	13120	13512.7	12955.1	12840.4
Arrdc2	444.5	445	773.2	504.4	637.5	526.6	679.6	554.7	321.1	526.2	850.2	591.4	679.1	621	756.4	799.1
Map2k7	937.8	1016.1	965.5	1097.2	1290	1372	1010.8	904.6	1092.9	1352.8	1210.9	1157.1	1497.9	1285.4	1906	1686.3
Timm44	3618.2	3318.5	3781.2	3588.4	3650.6	3106.2	4034.4	3713.6	3556.3	3683.1	3334.4	3657.6	3705.1	3230.4	3883.2	3785.5
Ap2a2	2053.9	2051.3	2059.6	1847.9	2614	2576.8	1968.7	1909.8	3474.5	2974.5	2907.3	2804.1	3577.9	3304	2974	3099.7
Pnkp	2178.6	2802.1	2957.6	2717.7	2484.1	2266.5	2002.5	2794.5	2485.2	2408	2140.7	2444.3	2622	2186.2	2186.7	2186.5
Med25	1516.5	2221.4	1495	1557.4	2918.4	2843.6	1537	2369.4	2332.9	2498.3	2398	1696.2	2684.7	2736.1	3029.1	3096.4
Bcam	151	117.8	28.6	36.1	93.7	94.1	61.5	44.4	173	253.5	175.1	116.3	182.3	283.4	265.3	233.3
Clptm1	5490.1	6271.7	5420.9	5109.7	4077.4	5694.3	4592.7	5913.4	5499.7	6258.1	6618.4	4769.4	3297.8	4740.2	5506.2	6173.4
Relb	151	179.7	183.8	194.9	306.5	294.9	299.1	265.6	187.5	235.2	216.2	206	314.5	302.7	488.8	355.9
