	MPP3_Ebf1_KO1	MPP3_Ebf1_KO2	MPP3_Ebf1_KO3	MPP3_Ebf1_KO4	MPP3_Ebf1_WT1	MPP3_Ebf1_WT2	MPP3_Ebf1_WT3	MPP3_Ebf1_WT4
ENSMUSG00000025793.15	2150	2282	2510	3052	3542	2329	2589	2753
ENSMUSG00000025794.8	38183	30265	34316	35633	30810	23206	36614	37484
ENSMUSG00000025795.7	482	361	336	367	255	210	374	350
ENSMUSG00000025804.4	48	99	36	54	32	34	95	138
ENSMUSG00000025808.16	0	0	0	0	0	0	0	0
ENSMUSG00000025809.15	10977	7796	9131	8886	7253	5954	10346	11227
ENSMUSG00000025810.8	240	160	297	237	121	72	195	257
ENSMUSG00000025812.17	0	0	0	0	1	0	0	0
ENSMUSG00000025813.14	61	30	113	30	13	26	30	51
ENSMUSG00000025815.13	48	45	12	35	12	13	15	0
ENSMUSG00000025816.15	454	347	521	779	397	486	671	441
ENSMUSG00000025817.12	5958	4080	5083	5560	4963	3768	6157	5752
ENSMUSG00000025821.9	1341	797	1221	1216	1326	1198	1209	1548
ENSMUSG00000025823.9	6277	6014	9137	8958	7598	5806	6205	7334
ENSMUSG00000025825.12	6531	5546	6642	6905	4682	4118	6956	6736
ENSMUSG00000025838.12	0	0	0	0	0	0	0	0
ENSMUSG00000025839.3	0	0	0	0	0	0	0	0
ENSMUSG00000025854.15	50	136	73	61	47	35	31	123
ENSMUSG00000025855.13	46	29	37	19	39	25	14	25
ENSMUSG00000025856.15	13	19	14	11	7	5	20	14
ENSMUSG00000025857.10	902	783	1172	1415	981	712	1050	990
ENSMUSG00000025858.12	3838	3294	3950	3639	2467	2334	3554	4119
ENSMUSG00000025860.14	1548	972	1049	1742	1417	846	1318	1433
ENSMUSG00000025862.14	3962	2650	3186	4300	4166	3125	4498	4542
ENSMUSG00000025867.8	245	95	54	90	135	85	125	130
ENSMUSG00000025868.6	2144	1724	2338	2397	1696	1360	2315	2422
ENSMUSG00000025869.11	6049	5215	6449	6656	4762	3819	5544	6343
ENSMUSG00000025870.10	715	465	782	669	452	449	856	751
ENSMUSG00000025871.18	3703	3177	3903	4541	3822	2532	4160	3643
ENSMUSG00000025872.5	5400	4489	5469	5570	4416	3036	6337	5695
ENSMUSG00000025873.15	2548	2534	3136	3306	3007	2364	3488	3459
ENSMUSG00000025875.14	298	221	332	343	236	210	211	173
ENSMUSG00000025876.15	167	72	139	112	165	184	167	162
ENSMUSG00000025877.14	7066	8481	10621	11458	8110	5098	8050	9044
ENSMUSG00000025878.16	2736	1731	2693	3095	2430	1912	3290	2497
ENSMUSG00000025880.11	135	134	147	264	187	74	235	198
ENSMUSG00000025885.18	1	0	0	10	10	0	0	4
ENSMUSG00000025887.10	1065	730	1034	1196	926	621	1164	805
ENSMUSG00000025888.5	3509	2869	3196	3428	1718	1897	2800	3015
ENSMUSG00000025889.13	51	8	44	27	46	35	63	2
ENSMUSG00000025892.15	0	0	0	0	0	0	0	0
ENSMUSG00000025893.7	485	320	368	457	311	272	547	422
ENSMUSG00000025894.10	2259	1702	2211	2466	1586	1552	2150	2034
ENSMUSG00000025898.5	2051	1315	1409	1610	1332	1446	1879	1979
ENSMUSG00000025899.13	1872	1329	1687	1735	1306	882	1686	1628
ENSMUSG00000025900.11	0	0	0	0	0	0	0	0
ENSMUSG00000025902.13	0	0	0	0	0	0	0	0
ENSMUSG00000025903.14	4334	2646	2759	3124	2523	2049	4079	3029
ENSMUSG00000025905.13	0	0	0	0	0	0	0	0
ENSMUSG00000025907.14	3360	2126	2393	2966	1670	1811	2676	2583
ENSMUSG00000025909.16	0	0	0	0	0	0	0	0
ENSMUSG00000025911.14	22	16	20	3	10	1	0	0
ENSMUSG00000025912.16	46	11	16	2	23	4	12	36
ENSMUSG00000025915.14	4985	3568	4693	4910	3519	3386	5139	4345
ENSMUSG00000025916.10	0	0	2	0	0	3	0	0
ENSMUSG00000025917.9	4908	3475	4265	4732	3996	2840	5611	5003
ENSMUSG00000025920.19	750	762	830	747	643	645	1057	1082
ENSMUSG00000025921.7	196	97	178	149	112	108	85	127
ENSMUSG00000025922.8	14	22	16	20	14	20	30	28
ENSMUSG00000025925.14	2654	2181	2651	2982	2553	1887	3035	2797
ENSMUSG00000025927.13	0	0	0	0	0	0	0	0
ENSMUSG00000025929.4	0	0	0	0	0	0	0	0
ENSMUSG00000025930.6	0	0	0	0	0	0	0	0
ENSMUSG00000025931.15	1044	707	754	811	955	814	1275	1034
ENSMUSG00000025932.14	1375	830	1329	1222	1251	854	2301	1662
ENSMUSG00000025933.15	263	172	262	320	186	167	206	212
ENSMUSG00000025934.15	4	10	16	13	3	2	7	0
ENSMUSG00000025935.10	19652	14852	18506	16672	10205	11132	18018	18075
ENSMUSG00000025936.15	0	14	0	0	0	0	0	0
ENSMUSG00000025937.6	1182	887	1049	996	875	762	1152	1033
ENSMUSG00000025938.16	0	0	10	12	9	0	7	8
ENSMUSG00000025939.17	1962	1283	2026	2057	990	1170	1692	1519
ENSMUSG00000025940.6	4169	3492	3689	4288	3815	2755	4623	4273
ENSMUSG00000025945.11	0	0	0	0	0	0	0	0
ENSMUSG00000025946.13	0	0	0	0	0	0	0	0
ENSMUSG00000025949.15	395	300	385	590	401	293	505	604
ENSMUSG00000025950.16	2538	2609	4511	4607	2535	1873	2435	2423
ENSMUSG00000025952.15	0	0	0	0	0	0	0	0
ENSMUSG00000025955.13	0	0	0	0	0	0	0	0
ENSMUSG00000025956.10	1071	844	932	1130	989	877	1266	1316
ENSMUSG00000025958.14	4427	3138	3727	4542	3763	2993	4971	3887
ENSMUSG00000025959.13	513	414	610	645	411	213	650	653
ENSMUSG00000025961.1	0	0	0	0	0	0	0	8
ENSMUSG00000025962.15	2306	1646	2343	2321	2068	1482	2258	2349
ENSMUSG00000025963.5	0	0	0	0	0	0	0	0
ENSMUSG00000025964.15	0	0	0	0	0	0	0	0
ENSMUSG00000025967.16	16154	13400	15866	15836	11858	8988	17607	15232
ENSMUSG00000025968.16	5417	4106	5374	5558	3982	3122	6091	6162
ENSMUSG00000025969.15	26	8	20	49	31	28	7	91
ENSMUSG00000025971.6	823	605	896	957	822	474	854	789
ENSMUSG00000025977.15	32	24	34	14	2	7	35	27
ENSMUSG00000025978.14	124	183	113	90	181	119	198	233
ENSMUSG00000025979.13	2314	1747	2001	1960	1466	1238	2082	2379
ENSMUSG00000025980.14	26764	21326	25053	29145	20268	17729	26593	27207
ENSMUSG00000025981.13	419	325	458	512	311	363	676	504
ENSMUSG00000025982.13	24566	18460	23529	25612	19064	15185	29020	25740
ENSMUSG00000025983.11	10	28	0	15	49	22	8	8
ENSMUSG00000025986.6	2259	1420	1752	1878	1665	1878	1935	1987
ENSMUSG00000025991.8	0	0	0	0	0	0	0	0
ENSMUSG00000025993.10	234	505	372	305	306	278	76	167
ENSMUSG00000025995.16	2881	2482	3176	3010	2434	1969	3240	3001
ENSMUSG00000025997.13	3890	2110	3358	3635	2876	2527	4866	3561
ENSMUSG00000026000.16	3415	2772	3816	3732	2874	2272	3616	3710
ENSMUSG00000026003.5	6105	4560	6189	5480	5334	3994	6265	6582
ENSMUSG00000026004.15	510	361	409	349	253	376	428	399
ENSMUSG00000026005.15	2050	1805	2306	2667	2043	1507	2104	2299
ENSMUSG00000026009.14	173	85	133	117	140	120	131	114
ENSMUSG00000026011.13	54	0	0	2	5	12	16	13
ENSMUSG00000026012.2	9	24	17	65	42	8	6	62
ENSMUSG00000026014.15	73	47	85	66	59	73	47	76
ENSMUSG00000026017.13	692	406	366	381	337	341	754	492
ENSMUSG00000026018.12	50	36	83	67	58	48	57	52
ENSMUSG00000026019.15	9314	6230	9231	10204	6945	5232	8605	9139
ENSMUSG00000026020.9	14934	11667	12874	13564	10881	9187	16202	15719
ENSMUSG00000026021.15	10929	8317	9495	10013	8468	6201	11400	9972
ENSMUSG00000026023.16	0	0	0	0	1	0	0	0
ENSMUSG00000026024.14	1527	892	1629	1653	1925	1088	2148	1859
ENSMUSG00000026027.13	1113	1412	1272	1554	1179	1109	1355	1564
ENSMUSG00000026028.12	1096	619	750	992	1036	815	1014	1062
ENSMUSG00000026029.14	9566	7993	9277	10526	7705	6085	10218	8922
ENSMUSG00000026031.15	1916	1635	2005	2472	2146	1509	2636	2227
ENSMUSG00000026032.8	2554	2152	2361	2538	2097	1509	2428	2630
ENSMUSG00000026034.17	8079	3952	6266	6082	3597	3451	10560	5265
ENSMUSG00000026035.15	1152	836	1036	1139	804	699	1181	1127
ENSMUSG00000026036.17	2942	2327	3075	3153	2758	1789	3110	3144
ENSMUSG00000026037.14	2295	1886	2211	2898	2029	1596	2394	2560
ENSMUSG00000026039.9	586	512	561	597	493	307	641	575
ENSMUSG00000026042.16	0	23	0	0	0	0	0	0
ENSMUSG00000026043.18	0	0	0	7	0	0	0	0
ENSMUSG00000026047.13	2571	2022	2617	2697	1976	1644	2909	2431
ENSMUSG00000026048.16	491	503	817	694	325	327	493	579
ENSMUSG00000026049.11	2498	1806	1961	2189	1799	1200	2348	2041
ENSMUSG00000026051.8	5	0	0	3	2	0	0	3
ENSMUSG00000026058.11	0	0	0	0	1	0	0	0
ENSMUSG00000026062.12	79	108	82	34	85	17	31	51
ENSMUSG00000026063.4	0	0	0	0	0	0	0	0
ENSMUSG00000026064.15	3613	2728	3803	3422	2557	2181	4309	3963
ENSMUSG00000026065.8	0	0	0	0	0	0	0	0
ENSMUSG00000026068.11	2095	1548	1297	1542	1606	799	1999	1920
ENSMUSG00000026069.15	0	17	147	210	126	74	67	157
ENSMUSG00000026070.15	142	183	103	115	110	161	186	216
ENSMUSG00000026072.12	2216	1279	1273	1375	1316	865	2355	2031
ENSMUSG00000026073.13	84	176	148	168	108	106	216	164
ENSMUSG00000026074.14	1178	823	976	1342	564	477	1662	1084
ENSMUSG00000026077.15	37	13	0	2	1	0	25	18
ENSMUSG00000026078.10	3646	2885	3830	3797	3030	2377	3866	3637
ENSMUSG00000026080.13	81	128	92	81	75	112	214	210
ENSMUSG00000026082.11	782	507	761	687	397	655	909	799
ENSMUSG00000026083.12	6536	4803	5854	8038	4654	4496	6836	7070
ENSMUSG00000026085.11	0	0	0	0	0	0	0	0
ENSMUSG00000026087.11	4115	3292	4076	4105	3186	2395	4190	3717
ENSMUSG00000026088.15	1278	750	983	1229	992	792	1281	911
ENSMUSG00000026090.16	0	2	25	48	0	12	25	28
ENSMUSG00000026094.14	3391	2455	2789	2832	1867	1968	3978	3318
ENSMUSG00000026095.15	391	307	399	360	322	242	383	442
ENSMUSG00000026096.14	1057	551	616	557	481	550	1130	805
ENSMUSG00000026097.9	1422	1169	1283	1528	1442	981	1665	1494
ENSMUSG00000026098.13	1032	984	984	1318	1020	669	1467	1150
ENSMUSG00000026100.6	0	0	0	0	0	0	0	0
ENSMUSG00000026102.9	1561	1298	1447	1955	1612	1500	1911	2022
ENSMUSG00000026103.14	1248	996	1062	1054	772	718	1493	1244
ENSMUSG00000026104.14	1355	1125	1988	1723	1191	1146	1074	1083
ENSMUSG00000026107.11	378	280	403	413	295	385	434	389
ENSMUSG00000026109.14	0	0	0	0	0	0	0	0
ENSMUSG00000026110.15	537	413	569	733	432	400	565	451
ENSMUSG00000026111.15	3518	2815	3230	3567	2867	1895	3466	3429
ENSMUSG00000026112.7	4186	3293	4288	4171	3395	2713	4510	4271
ENSMUSG00000026113.17	868	560	1116	1376	857	701	1153	1131
ENSMUSG00000026114.14	0	0	0	8	0	0	0	0
ENSMUSG00000026116.11	546	443	633	731	609	333	756	709
ENSMUSG00000026117.10	27	34	9	57	29	39	34	32
ENSMUSG00000026121.13	109	64	90	123	114	181	233	117
ENSMUSG00000026123.11	3718	3012	3641	3783	3618	2325	4285	3552
ENSMUSG00000026124.4	35	32	51	49	24	32	51	58
ENSMUSG00000026125.9	0	1	0	10	0	0	2	0
ENSMUSG00000026126.15	4585	3621	4278	4122	3955	2684	4373	4188
ENSMUSG00000026127.13	5528	4997	6376	6148	5424	3736	6896	6003
ENSMUSG00000026131.17	722	298	461	774	699	462	465	603
ENSMUSG00000026134.11	4313	2531	3269	4237	3298	2402	4220	4556
ENSMUSG00000026135.17	233	283	219	389	459	338	390	345
ENSMUSG00000026141.13	40	0	2	6	10	0	0	12
ENSMUSG00000026142.15	1299	1162	1157	843	930	584	1150	1623
ENSMUSG00000026147.16	0	0	0	0	0	0	0	0
ENSMUSG00000026149.2	0	0	0	0	0	0	0	0
ENSMUSG00000026150.14	4153	3426	3967	4140	3413	2647	5038	4506
ENSMUSG00000026153.15	103	48	41	52	69	9	131	144
ENSMUSG00000026154.4	1961	1425	1680	1489	1478	1036	1901	1735
ENSMUSG00000026155.13	953	694	858	894	406	588	1019	871
ENSMUSG00000026156.8	9	1	21	23	14	18	54	1
ENSMUSG00000026158.11	2257	1671	2047	1652	975	970	2028	2160
ENSMUSG00000026159.13	416	344	344	485	298	297	458	381
ENSMUSG00000026162.7	272	225	283	307	354	212	265	243
ENSMUSG00000026163.17	0	0	0	0	0	0	0	0
ENSMUSG00000026166.14	0	0	0	0	0	0	0	0
ENSMUSG00000026167.14	0	4	0	13	36	0	9	32
ENSMUSG00000026170.6	530	335	336	273	215	173	177	206
ENSMUSG00000026171.12	1288	1039	1718	1629	1220	1020	1481	1451
ENSMUSG00000026172.12	1497	1356	1707	2093	1571	1245	1531	1634
ENSMUSG00000026173.15	7	9	3	13	6	0	20	10
ENSMUSG00000026174.9	8087	6652	7545	8152	7113	5603	8830	9000
ENSMUSG00000026175.12	1	8	0	1	0	2	6	12
ENSMUSG00000026176.13	2301	1481	2081	2118	1810	1835	2491	2099
ENSMUSG00000026177.11	25	13	5	0	29	0	14	38
ENSMUSG00000026179.14	1948	1563	1919	2054	1994	1178	2093	1953
ENSMUSG00000026180.8	422	522	971	1000	358	274	234	416
ENSMUSG00000026181.11	2524	2082	3159	2666	2653	2076	2885	2574
ENSMUSG00000026182.6	0	0	0	0	0	0	0	0
ENSMUSG00000026185.8	0	18	0	11	3	1	5	0
ENSMUSG00000026187.8	2045	1750	1702	1518	1488	1368	3049	2430
ENSMUSG00000026188.11	0	0	0	0	0	0	0	0
ENSMUSG00000026189.13	1493	1278	1355	1365	811	816	1613	1576
ENSMUSG00000026192.13	6256	5205	5514	6246	6109	4919	5475	6368
ENSMUSG00000026193.15	42	70	1	36	71	19	62	68
ENSMUSG00000026196.7	373	268	350	391	391	302	419	355
ENSMUSG00000026197.12	1734	1643	2220	2230	2032	1190	2169	1823
ENSMUSG00000026198.15	30	32	34	19	42	22	42	34
ENSMUSG00000026199.17	1463	1105	1513	1295	1326	1046	1590	1227
ENSMUSG00000026200.13	1029	832	714	782	691	394	1033	728
ENSMUSG00000026201.12	5634	5246	7964	8259	6837	5136	6870	6707
ENSMUSG00000026202.13	13005	11368	13531	14592	13553	8740	14162	16573
ENSMUSG00000026203.16	494	302	406	470	497	607	392	274
ENSMUSG00000026204.15	3	8	13	18	2	0	0	0
ENSMUSG00000026205.8	11	0	0	0	0	0	0	0
ENSMUSG00000026207.16	118	91	69	77	41	94	98	87
ENSMUSG00000026208.9	0	0	0	0	0	0	0	0
ENSMUSG00000026209.15	3176	2997	3991	3729	3261	2358	3574	3573
ENSMUSG00000026211.17	478	172	156	256	404	430	156	329
ENSMUSG00000026213.15	862	835	1013	963	1673	1024	1210	1131
ENSMUSG00000026219.14	3047	2024	2619	2957	2906	1718	2945	2916
ENSMUSG00000026220.6	0	0	0	0	0	0	0	0
ENSMUSG00000026222.16	7054	5288	7649	6747	5197	4198	7513	6204
ENSMUSG00000026223.15	4308	4186	6254	6360	4590	3099	4352	5262
ENSMUSG00000026224.11	0	0	0	0	0	0	0	0
ENSMUSG00000026226.15	0	0	0	0	0	0	0	0
ENSMUSG00000026227.11	0	0	1	0	2	2	0	0
ENSMUSG00000026228.6	28	1	11	13	5	0	52	5
ENSMUSG00000026229.17	10845	8824	10821	11259	9018	6489	11767	11417
ENSMUSG00000026234.12	57671	42081	48373	51017	37934	34990	57320	56567
ENSMUSG00000026235.14	0	0	0	0	22	0	11	0
ENSMUSG00000026237.3	0	30	18	12	0	13	4	5
ENSMUSG00000026238.14	127904	107778	124917	131364	98436	73770	146143	142353
ENSMUSG00000026239.14	2434	2078	2838	3097	2378	1865	2656	2216
ENSMUSG00000026240.12	1873	1381	1736	2296	1746	1404	1984	1951
ENSMUSG00000026241.5	0	0	6	0	0	0	14	0
ENSMUSG00000026245.16	5158	4064	5707	6023	4334	4101	5692	6012
ENSMUSG00000026246.12	0	0	0	0	0	0	0	0
ENSMUSG00000026247.13	0	0	0	0	0	0	0	0
ENSMUSG00000026248.9	3546	3196	3896	4239	3497	2724	3609	3879
ENSMUSG00000026249.10	523	568	749	1040	614	446	488	626
ENSMUSG00000026251.13	0	0	0	0	0	0	0	0
ENSMUSG00000026253.14	0	0	0	0	0	0	0	0
ENSMUSG00000026254.17	5076	4084	5135	5124	4293	3397	6036	5834
ENSMUSG00000026255.15	21	2	5	25	8	0	20	33
ENSMUSG00000026258.5	0	0	0	0	0	0	0	0
ENSMUSG00000026259.14	0	0	0	0	0	0	0	0
ENSMUSG00000026260.12	8365	6699	8446	9357	7256	5359	9987	9432
ENSMUSG00000026269.14	1010	804	886	997	720	748	842	874
ENSMUSG00000026270.11	746	593	912	916	774	711	805	839
ENSMUSG00000026271.15	0	21	21	2	14	0	1	0
ENSMUSG00000026272.6	0	0	0	0	0	0	0	0
ENSMUSG00000026273.13	760	709	831	965	967	650	931	1015
ENSMUSG00000026274.11	1025	635	872	1075	1340	1049	1264	1022
ENSMUSG00000026275.13	4176	3334	4235	4474	3766	2998	5349	4457
ENSMUSG00000026276.17	18146	12584	14520	16284	11660	9113	17610	16615
ENSMUSG00000026277.13	3001	2568	3220	3296	3431	2886	3815	3189
ENSMUSG00000026278.14	416	405	309	326	363	231	622	434
ENSMUSG00000026279.14	964	750	1058	1297	1024	900	1035	1264
ENSMUSG00000026280.17	3200	2891	3925	4130	3351	2424	3922	3746
ENSMUSG00000026281.15	9544	7848	9556	9642	7703	5792	10615	9539
ENSMUSG00000026283.13	3030	1856	2471	3016	2791	1992	3134	2933
ENSMUSG00000026285.7	157	70	45	169	133	91	19	97
ENSMUSG00000026288.14	6008	4781	6491	7365	8192	4939	6902	7203
ENSMUSG00000026289.15	1534	759	1555	1597	1244	899	1306	1294
ENSMUSG00000026295.12	0	0	0	0	3	0	0	0
ENSMUSG00000026301.15	0	0	0	0	0	0	0	0
ENSMUSG00000026303.6	87	20	52	28	12	29	99	79
ENSMUSG00000026304.13	674	526	582	576	515	343	628	747
ENSMUSG00000026305.15	8446	7915	10119	10297	8247	6352	11700	9756
ENSMUSG00000026307.12	1982	1447	1889	2081	2116	1629	1787	2185
ENSMUSG00000026308.8	0	19	0	1	0	0	7	0
ENSMUSG00000026309.14	4651	3298	4774	4843	3421	2854	4823	4330
ENSMUSG00000026311.16	147	243	158	359	282	167	391	379
ENSMUSG00000026312.17	0	0	0	0	0	0	0	0
ENSMUSG00000026313.15	714	659	631	919	869	567	808	828
ENSMUSG00000026315.13	19	30	21	14	27	8	41	17
ENSMUSG00000026317.7	1209	860	1032	1220	1152	863	909	1367
ENSMUSG00000026319.13	1221	600	1453	1869	1096	963	1645	1553
ENSMUSG00000026321.7	6	10	5	5	5	4	47	4
ENSMUSG00000026322.8	0	0	0	0	0	0	0	0
ENSMUSG00000026327.8	0	0	0	0	0	0	0	0
ENSMUSG00000026331.13	0	0	0	0	0	0	0	0
ENSMUSG00000026333.14	1019	655	788	959	658	570	773	836
ENSMUSG00000026335.16	517	395	456	556	319	348	539	564
ENSMUSG00000026336.13	0	0	0	0	0	0	0	0
ENSMUSG00000026339.18	412	457	534	648	534	441	879	638
ENSMUSG00000026341.16	22172	17703	22853	22341	17533	13537	23388	23537
ENSMUSG00000026342.10	1167	1037	1102	1090	999	655	1328	931
ENSMUSG00000026343.6	0	0	0	0	0	9	0	0
ENSMUSG00000026344.9	0	0	0	0	0	0	0	0
ENSMUSG00000026347.13	0	0	0	1	0	6	0	0
ENSMUSG00000026348.7	0	0	0	9	0	15	0	0
ENSMUSG00000026349.14	2868	1517	2513	3068	2898	1962	3471	2220
ENSMUSG00000026353.9	6272	4754	6457	7912	5493	4865	7001	6717
ENSMUSG00000026354.8	0	11	3	20	0	1	21	8
ENSMUSG00000026355.11	41443	36186	41529	44539	34633	28410	47299	50164
ENSMUSG00000026356.15	14248	10564	12149	12785	10015	8534	14405	14284
ENSMUSG00000026357.3	11834	7708	10703	11466	9176	7741	14899	11999
ENSMUSG00000026358.13	4205	1034	10948	1788	1237	1958	18784	8317
ENSMUSG00000026360.9	5035	2640	10304	4324	2665	2849	13813	7810
ENSMUSG00000026361.8	752	315	464	580	376	384	661	373
ENSMUSG00000026365.15	0	0	4	0	0	0	27	19
ENSMUSG00000026368.6	0	0	0	0	0	0	0	0
ENSMUSG00000026374.14	11825	8864	11295	11665	9082	6986	12557	11573
ENSMUSG00000026377.12	7193	5668	6607	6779	4779	4215	7103	6813
ENSMUSG00000026380.10	70	15	50	12	46	21	0	51
ENSMUSG00000026383.14	101	110	119	195	210	129	314	311
ENSMUSG00000026384.13	190	142	155	144	146	169	292	160
ENSMUSG00000026385.16	6806	6259	6914	7300	5628	3940	7158	6985
ENSMUSG00000026387.15	5	0	1	0	0	0	0	0
ENSMUSG00000026388.15	300	202	307	262	222	179	264	216
ENSMUSG00000026389.16	1235	1079	1526	1527	1642	1134	1291	1406
ENSMUSG00000026390.7	0	0	0	0	0	0	0	0
ENSMUSG00000026393.10	3274	2348	2714	2592	2021	2253	3112	3063
ENSMUSG00000026394.5	0	0	0	0	0	0	0	0
ENSMUSG00000026395.16	10303	7799	10612	11315	8836	6555	12924	11724
ENSMUSG00000026398.14	0	0	0	0	0	0	0	0
ENSMUSG00000026399.12	432	139	252	323	435	229	298	277
ENSMUSG00000026401.15	0	0	0	0	0	0	0	0
ENSMUSG00000026404.12	550	507	486	567	462	329	645	614
ENSMUSG00000026405.14	0	0	0	0	0	0	0	0
ENSMUSG00000026407.17	0	0	0	0	0	0	0	0
ENSMUSG00000026409.14	222	100	181	150	159	152	123	177
ENSMUSG00000026411.17	3619	2774	3593	3573	3561	2253	3804	3363
ENSMUSG00000026413.12	0	0	0	0	0	0	0	0
ENSMUSG00000026414.13	0	0	0	0	0	0	0	0
ENSMUSG00000026415.11	0	0	0	0	0	0	0	0
ENSMUSG00000026416.12	0	0	0	0	0	0	0	0
ENSMUSG00000026417.13	0	0	0	0	0	0	0	0
ENSMUSG00000026418.16	68	92	70	171	42	63	111	77
ENSMUSG00000026420.16	0	0	0	0	0	0	0	0
ENSMUSG00000026421.14	6023	4789	5232	3425	1795	2625	4702	6032
ENSMUSG00000026424.8	0	0	0	0	0	0	0	0
ENSMUSG00000026425.15	835	628	898	944	1033	816	884	938
ENSMUSG00000026426.10	198	149	156	250	199	157	225	180
ENSMUSG00000026427.16	3184	2448	3076	3630	3439	1980	3781	3440
ENSMUSG00000026429.8	1478	1409	1924	1877	1828	1289	2120	2000
ENSMUSG00000026430.15	8829	7997	8553	9204	7916	5478	10670	9789
ENSMUSG00000026432.7	0	0	0	0	0	0	0	0
ENSMUSG00000026433.13	1618	924	1781	1601	1483	1164	1418	1274
ENSMUSG00000026434.12	9557	6882	7775	8019	8337	5581	9008	8636
ENSMUSG00000026435.15	45	53	231	245	108	102	82	121
ENSMUSG00000026436.15	1191	817	903	919	886	772	1307	979
ENSMUSG00000026437.11	359	210	211	194	75	62	116	226
ENSMUSG00000026439.14	1831	1663	2119	2508	1948	1444	2371	1942
ENSMUSG00000026442.14	0	0	0	0	4	0	1	0
ENSMUSG00000026443.3	0	0	0	0	0	0	0	0
ENSMUSG00000026447.16	293	153	246	284	259	307	413	199
ENSMUSG00000026450.14	0	0	0	0	0	0	0	0
ENSMUSG00000026452.15	0	0	2	0	14	4	0	3
ENSMUSG00000026455.14	1485	786	956	1374	1285	960	1330	1284
ENSMUSG00000026456.18	1679	1155	1833	2047	1582	1112	1908	1644
ENSMUSG00000026457.14	7886	6638	9089	8513	5913	5078	7978	8572
ENSMUSG00000026458.13	146	162	182	150	112	93	142	188
ENSMUSG00000026459.5	18	5	14	8	0	8	0	0
ENSMUSG00000026463.17	2627	1609	1833	2112	2214	1807	3185	2450
ENSMUSG00000026466.16	1815	1845	2180	2238	1781	1290	2174	2237
ENSMUSG00000026468.14	0	6	0	0	0	0	7	0
ENSMUSG00000026469.14	856	414	721	1018	641	774	905	801
ENSMUSG00000026470.14	2682	2097	2889	2551	1917	1907	3243	2575
ENSMUSG00000026471.14	884	609	899	1008	652	480	1075	864
ENSMUSG00000026473.15	4301	3073	4483	4156	3660	3044	5100	4417
ENSMUSG00000026475.7	14	11	9	9	17	0	2	7
ENSMUSG00000026478.14	139	105	129	239	158	134	125	229
ENSMUSG00000026479.13	0	0	0	0	0	0	30	9
ENSMUSG00000026480.12	4109	3523	4860	5180	3706	2664	4718	4527
ENSMUSG00000026482.13	459	324	345	223	174	208	374	353
ENSMUSG00000026483.13	1043	955	1304	1478	1039	820	1037	918
ENSMUSG00000026484.13	3884	2964	3240	3877	2699	2419	3650	3624
ENSMUSG00000026489.13	3447	2851	3506	3261	2945	2007	3600	3619
ENSMUSG00000026490.17	400	373	441	597	397	302	433	554
ENSMUSG00000026491.13	3012	1622	2672	2561	1529	1862	3323	2844
ENSMUSG00000026492.11	1305	968	901	1035	727	646	1383	1222
ENSMUSG00000026494.12	0	0	17	0	0	0	0	0
ENSMUSG00000026495.8	277	273	176	269	363	242	229	301
ENSMUSG00000026496.11	12228	10301	13740	14103	13221	9005	13507	14853
ENSMUSG00000026497.7	12	0	0	0	0	0	0	0
ENSMUSG00000026499.5	783	548	617	925	405	458	739	666
ENSMUSG00000026500.6	1167	904	858	961	886	684	1340	1128
ENSMUSG00000026502.13	1010	698	989	848	372	608	933	1104
ENSMUSG00000026504.17	1525	1354	1841	1637	1583	924	1757	1335
ENSMUSG00000026509.15	1494	1723	1630	1708	1710	1528	2532	1762
ENSMUSG00000026510.10	788	567	670	830	652	397	959	918
ENSMUSG00000026511.7	5571	4534	5771	5702	4663	3469	5675	5096
ENSMUSG00000026514.13	0	0	0	0	0	0	0	0
ENSMUSG00000026516.8	3762	2841	3174	3943	3008	2645	3933	3719
ENSMUSG00000026519.16	963	1102	1187	1280	1619	918	1417	1405
ENSMUSG00000026520.8	5004	4516	5716	5606	4763	3453	5358	5481
ENSMUSG00000026523.14	0	0	0	0	0	0	0	0
ENSMUSG00000026525.9	106	63	83	46	66	88	19	29
ENSMUSG00000026526.14	4793	4147	5868	5799	4632	3315	5011	5393
ENSMUSG00000026527.13	0	0	0	0	0	0	0	0
ENSMUSG00000026531.4	0	0	0	0	0	0	0	0
ENSMUSG00000026532.7	0	5	3	23	58	1	1	35
ENSMUSG00000026535.9	0	0	0	0	0	0	0	0
ENSMUSG00000026536.9	25	66	137	66	32	7	6	6
ENSMUSG00000026542.6	0	0	0	0	0	0	0	0
ENSMUSG00000026544.6	715	815	1119	1071	897	595	869	837
ENSMUSG00000026546.16	150	51	128	103	82	72	203	158
ENSMUSG00000026547.15	19999	17213	20613	22048	18789	14416	21791	23169
ENSMUSG00000026548.4	0	3	20	16	4	16	0	32
ENSMUSG00000026553.17	10795	9530	11782	12036	10779	7456	11493	11417
ENSMUSG00000026554.15	12368	8419	10636	10942	10256	7752	13063	12048
ENSMUSG00000026556.15	608	555	561	499	728	390	765	644
ENSMUSG00000026558.13	4050	3889	3924	4668	3723	3009	3349	4046
ENSMUSG00000026560.13	0	0	0	0	0	0	0	0
ENSMUSG00000026563.13	1756	1439	1736	1931	1719	1008	2101	1762
ENSMUSG00000026564.9	0	0	0	0	0	0	0	0
